movieId,title,tmdb_id,overview,poster_url,genres,release_year,actors,directors
107,Muppet Treasure Island (1996),698609,"Muppet Sing Alongs: Muppet Treasure Island is a 1996 video produced just before the release of the feature film Muppet Treasure Island. Kermit is joined by Polly Lobster, Clueless Morgan, Mad Monty and the other pirates from Muppet Treasure Island in this half hour of pirate songs.",https://image.tmdb.org/t/p/w500/ifGLSfxgl08jXFItoxZgviC1QXi.jpg,Family|Music,1996,Jerry Nelson|Kevin Clash|Bill Barretta|Camille Bonora|Steve Whitmire,David Gumpel
108,Catwalk (1996),89333,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",https://image.tmdb.org/t/p/w500/8Db2Tx2RkTUozzilF1SGMitcHLl.jpg,Documentary,1995,Christy Turlington|Azzedine Alaïa|Giorgio Armani|Nadja Auermann|Sandra Bernhard,Robert Leacock
109,Headless Body in Topless Bar (1995),96357,An ex-con holds a group of people hostage in a topless bar.,https://image.tmdb.org/t/p/w500/tmYFCTwTLh7WW9dY4cuDF8gqLRC.jpg,Crime,1995,Raymond J. Barry|Rustam Branaman|Jennifer MacDonald|Taylor Nichols|David Selby,James Bruce
110,Braveheart (1995),197,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",https://image.tmdb.org/t/p/w500/or1gBugydmjToAEq7OZY0owwFk.jpg,Action|Drama|History|War,1995,Mel Gibson|Catherine McCormack|Sophie Marceau|Patrick McGoohan|Angus Macfadyen,Mel Gibson
111,Taxi Driver (1976),103,"Suffering from insomnia, disturbed loner Travis Bickle takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city.",https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg,Crime|Drama,1976,Robert De Niro|Jodie Foster|Cybill Shepherd|Harvey Keitel|Peter Boyle,Martin Scorsese
113,Before and After (1996),43566,Two parents deal with the effects when their son is accused of murdering his girlfriend.,https://image.tmdb.org/t/p/w500/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg,Crime|Drama|Mystery,1996,Meryl Streep|Liam Neeson|Edward Furlong|Julia Weldon|Alfred Molina,Barbet Schroeder
114,Margaret's Museum (1995),71754,"In a town where half the men die down the coalpit, Margaret MacNeil is quite happy being single in her small Cape Breton island town. Until she meets Neil Currie, a charming and sincere bagpipe-playing, Gaelic-speaking dishwasher. But no matter what you do, you can't avoid the spectre of the pit forever.",https://image.tmdb.org/t/p/w500/ulhih7Th6S9zuhR5kOiVdCm8Il4.jpg,Drama,1995,Helena Bonham Carter|Clive Russell|Craig Olejnik|Kate Nelligan|Kenneth Welsh,Mort Ransen
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",43612,"Francis, the boss of a small plumbing supply company, is harassed by tax collectors, striking employees, and an impossible wife and daughter. His only joy is sharing lunch with his friend Gerard. Then a TV show called ""where are you?"" shows a woman from Gers who is searching for her husband who disappeared 28 years ago. The lost husband looks like an identical twin of Francis...",https://image.tmdb.org/t/p/w500/tjHn19RpFMBmzQx58SBO40nLvhu.jpg,Comedy,1995,Michel Serrault|Eddy Mitchell|Sabine Azéma|Carmen Maura|François Morel,Étienne Chatiliez
116,Anne Frank Remembered (1995),51352,"Using previously unreleased archival material in addition to contemporary interviews, this Academy Award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.",https://image.tmdb.org/t/p/w500/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg,Documentary,1995,Kenneth Branagh|Glenn Close|Anne Frank|Otto Frank,Jon Blair
117,"Young Poisoner's Handbook, The (1995)",16934,"Graham Young is a teenage misfit living in suburban London in the 1960s. He hates his stepmother but loves chemistry, and the two impulses unite in a wicked plot to slowly poison her. After she dies, he's found guilty and sent to a psychiatric hospital, where an idealistic doctor thinks he can be cured.",https://image.tmdb.org/t/p/w500/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg,Comedy|Crime|Drama,1995,Hugh O'Conor|Antony Sher|Ruth Sheen|Roger Lloyd Pack|Charlotte Coleman,Benjamin Ross
118,If Lucy Fell (1996),10324,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",https://image.tmdb.org/t/p/w500/l3Bwmjdon6JBDzJUA3ZSdMZZ7lI.jpg,Comedy|Romance,1996,Sarah Jessica Parker|Eric Schaeffer|Ben Stiller|Elle Macpherson|James Rebhorn,Eric Schaeffer
119,"Steal Big, Steal Little (1995)",78406,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",https://image.tmdb.org/t/p/w500/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg,Comedy|Drama,1995,Andy Garcia|Alan Arkin|Rachel Ticotin|Joe Pantoliano|Ally Walker,Andrew Davis
120,Race the Sun (1996),55731,"A bunch of high school misfits in Hawaii, introduced by their new teacher, attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in the 1990 World Solar Challenge in Australia.",https://image.tmdb.org/t/p/w500/jQA7TXgmEi35Zab6fHQ8VZ7Zhfn.jpg,Adventure|Comedy|Drama,1996,Halle Berry|Casey Affleck|Eliza Dushku|Steve Zahn|Kevin Tighe,Charles T. Kanganis
121,"Boys of St. Vincent, The (1992)",77840,"Fifteen years after the events of The Boys of St. Vincent took place, the various boys involved are brought in to testify against the brothers, now finally standing trial, who assaulted them when they were children.",https://image.tmdb.org/t/p/w500/wlfW9Id3t40gTZLwELtXr8A6RuF.jpg,Drama|Crime,1992,David Hewlett|Henry Czerny|Brian Dodd|Sebastian Spence|Johnny Morina,John N. Smith
122,Boomerang (1992),11066,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",https://image.tmdb.org/t/p/w500/apwkBVaJqLuK6mxe6sOABCeNjRw.jpg,Comedy|Romance,1992,Eddie Murphy|Robin Givens|Halle Berry|David Alan Grier|Grace Jones,Reginald Hudlin
123,Chungking Express (Chung Hing sam lam) (1994),11104,"Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant.",https://image.tmdb.org/t/p/w500/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,Drama|Comedy|Romance,1994,Brigitte Lin|Takeshi Kaneshiro|Tony Leung Chiu-wai|Faye Wong|Valerie Chow,Wong Kar-Wai
124,"Star Maker, The (Uomo delle stelle, L') (1995)",37975,The adventures and deceptions of a photographer who travels through small villages of 1950s Sicily pretending to work for the big film studios in Rome.,https://image.tmdb.org/t/p/w500/xa3IfslUY5hjIWFb3Z2Ofq37KHF.jpg,Drama|Romance,1995,Sergio Castellitto|Tiziana Lodato|Franco Scaldati|Leopoldo Trieste|Leo Gullotta,Giuseppe Tornatore
125,Flirting With Disaster (1996),2074,"Adopted as a child, new father Mel Colpin decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy, and an inept yet gorgeous adoption agent, Tina, he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents.",https://image.tmdb.org/t/p/w500/yfuYLKrOcSlzydbtwdHeAWddKO7.jpg,Comedy,1996,Ben Stiller|Patricia Arquette|Téa Leoni|Mary Tyler Moore|George Segal,David O. Russell
126,"NeverEnding Story III, The (1994)",27793,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,https://image.tmdb.org/t/p/w500/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg,Family|Fantasy|Adventure|Comedy,1994,Jason James Richter|Melody Kay|Jack Black|Ryan Bollman|Freddie Jones,Peter MacDonald
129,Pie in the Sky (1996),110972,A young man obsessed with traffic patterns attempts to reunite with his first love.,https://image.tmdb.org/t/p/w500/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg,Comedy|Romance,1996,Josh Charles|Anne Heche|John Goodman|Christine Lahti|Christine Ebersole,Bryan Gordon
130,Angela (1995),32622,"A ten year old girl named Angela leads her six year old sister, Ellie, through various regimens of 'purification' in an attempt to rid themselves of their evil, which she believes to be the cause of their mother's mental illness. Precocious, to say the least, Angela has visions of Lucifer coming to take her and her sister away, and one of her remedies for this is for them to remain within a circle of their dolls and toys until they see a vision of the virgin Mary come to them. But such thinking can only lead to an ending befitting of her own mental state.",https://image.tmdb.org/t/p/w500/fhxU3jFzC2tlBgqFhB7NqO4qAFe.jpg,Drama,1996,Miranda Rhyne|Charlotte Eve Blythe|Anna Thomson|John Ventimiglia|iO Tillett Wright,Rebecca Miller
131,Frankie Starlight (1995),73067,The quirky story of a young boy's adventures growing up with his stunningly beautiful mother and the two very different men who love her.,https://image.tmdb.org/t/p/w500/6v3VxWhFsr2Qx8qIQkG4WL3f76X.jpg,Drama|Romance|War,1995,Matt Dillon|Corban Walker|Gabriel Byrne|Anne Parillaud|Niall Tóibín,Michael Lindsay-Hogg
132,Jade (1995),11863,"When a prominent art dealer is found murdered, the man's death leads to an intriguing investigation steeped in sex, corruption and crime. District Attorney David Corelli gets assigned to the case and discovers that a key suspect is his ex-lover Katrina Gavin, a beautiful psychologist who has settled down with his old friend and peer. As Corelli gets deeper into the case, he uncovers dark secrets with far-reaching implications.",https://image.tmdb.org/t/p/w500/8KWiZKDYpAgh8n27lanvTuDquyX.jpg,Mystery|Thriller,1995,David Caruso|Linda Fiorentino|Chazz Palminteri|Richard Crenna|Michael Biehn,William Friedkin
133,Nueba Yol (1995),55475,"Balbuena is a genial illegal immigrant who makes his way to New York City to take a bite out of the Big Apple. But his hopes of finding a better life soon begin to fade as Balbuena encounters one obstacle after another in the hardscrabble, uncaring metropolis.",https://image.tmdb.org/t/p/w500/wXJImKBIFIanoZQsx0knEfthpq5.jpg,Comedy|Drama|Romance,1995,Luisito Marti|Alfonso Zayas|Caridad Ravelo|Raúl Carbonell Jr.|Rafael Villalona,Ángel Muñiz
134,Sonic Outlaws (1995),124636,"Within days of the release of Negativland's clever parody of U2 and Casey Kasem, recording industry giant Island Records descended upon the band with a battery of lawyers intent on erasing the piece from the history of rock music.  Craig ""Tribulation 99"" Baldwin follows this and other intellectual property controversies across the contemporary arts scene. Playful and ironic, his cut-and-paste collage-essay surveys the prospects for an ""electronic folk culture"" in the midst of an increasingly commodified corporate media landscape.",https://image.tmdb.org/t/p/w500/fdJ6o8uOcEFiTRCo9WuZklj8EPK.jpg,Music|Documentary,1995,Lloyd Dunn|Chris Grigg|Mark Hosler|Don Joyce|Doug Kahn,Craig Baldwin
135,Down Periscope (1996),9101,"Maverick Navy Lieutenant Commander Tom Dodge will never be a textbook officer, but he's a brilliant seaman who's always wanted to command a nuclear submarine — he's been given one last chance to clean up his record. Unfortunately, Admiral Graham, his nemesis, would rather sink the fleet than give Dodge his own boat. So, Graham stacks the deck against him and assigns Dodge to the Stingray, a diesel-powered WW2 submarine that can barely keep afloat. To make matters worse, Dodge's crew is a collection of maladjusted, mistake-prone misfits. Then, he's tagged the ""enemy"" in a crucial war game, and ordered to take on the U.S. Navy's best.",https://image.tmdb.org/t/p/w500/brleKcHsirTw7lFqcgUMOfgL2nl.jpg,Comedy,1996,Kelsey Grammer|Lauren Holly|Rob Schneider|Harry Dean Stanton|Bruce Dern,David S. Ward
136,From the Journals of Jean Seberg (1995),123360,"Mark Rappaport's creative bio-pic about actress Jean Seberg is presented in a first-person, autobiographical format. He seamlessly interweaves cinema, politics, American society and culture, and film theory to inform, entertain, and move the viewer. Seberg's many marriages, as well as her film roles, are discussed extensively. Her involvement with the Black Panther Movement and subsequent investigation by the FBI is covered. Notably, details of French New Wave cinema, Russian Expressionist (silent) films, and the careers of Jane Fonda, Vanessa Redgrave, and Clint Eastwood are also intensively examined. Much of the film is based on conjecture, but Rappaport encourages viewers to re-examine their ideas about women in film with this thought-provoking picture.",https://image.tmdb.org/t/p/w500/gPUcrujOQU7cSBS0VEG81bU2Krz.jpg,Documentary,1995,Jean Seberg|Mary Beth Hurt,Mark Rappaport
137,Man of the Year (1995),5757,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?",https://image.tmdb.org/t/p/w500/jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg,Comedy,1995,Dirk Shafer|Mary Stein|Claudette Sutherland|Cal Bartlett|Vivian Paxton,Dirk Shafer
138,"Neon Bible, The (1995)",39428,"During a train ride, a teenager recalls his upbringing in 1940s small-town Georgia and the events that have led to this point.",https://image.tmdb.org/t/p/w500/2DyeA45isq3jIRlwG6VgwV8KQq7.jpg,Drama,1995,Jacob Tierney|Drake Bell|Gena Rowlands|Diana Scarwid|Denis Leary,Terence Davies
139,Target (1995),124639,A subtle yet violent commentary on feudal lords.,,Drama,1995,Mohan Agashe|Om Puri|Barun Chakraborty|Gulshan Ara Champa,Sandip Ray
140,Up Close and Personal (1996),9302,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...",https://image.tmdb.org/t/p/w500/2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg,Drama|Romance,1996,Robert Redford|Michelle Pfeiffer|Stockard Channing|Joe Mantegna|Kate Nelligan,Jon Avnet
141,"Birdcage, The (1996)",11000,A gay cabaret owner and his drag queen partner agree to put up a false heterosexual front so that their son can introduce them to his fiancée's conservative parents.,https://image.tmdb.org/t/p/w500/hU2XeckncHS61TWZKDtw1BrKmOO.jpg,Comedy,1996,Robin Williams|Gene Hackman|Nathan Lane|Dianne Wiest|Dan Futterman,Mike Nichols
142,Shadows (Cienie) (1988),525153,"During the Second World War, tens of thousands of blonde, blue-eyed Polish children were snatched from their parents and given to German families. Lebensborn was part of Hitler's plan to expand the Aryan master race within the Third Reich. Eight-year old Jerzy returns home at the end of the war to a joyful reunion with his long-lost mother and grandfather. But problems arise as he is taunted by his peers and, longing for his missing father, burns with resentment for his new communist stepfather.",https://image.tmdb.org/t/p/w500/emSTzEr2qdo3lV14ZQ3uIYsqHJS.jpg,Drama,1988,Marzena Trybała|Eugeniusz Kujawski|Bogusław Linda|Jerzy Bińczycki|Sława Kwaśniewska,Jerzy Kaszubowski
143,Gospa (1995),249882,"In 1981 in Medjugorje (BA), a group of kids claim that Virgin Mary appeared to them on a hill. The local priest believes them and spreads the word. Religious tourism blossoms. The communist government is concerned and arrests the priest.",https://image.tmdb.org/t/p/w500/dIvQt3ykeR2TsRMOuDtlR1p2uCt.jpg,Drama,1995,Martin Sheen|Michael York|Morgan Fairchild|Paul Guilfoyle|George Coe,Jakov Sedlar
144,"Brothers McMullen, The (1995)",16388,"Deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values — love, sex, marriage, religion and family — in the 1990s.",https://image.tmdb.org/t/p/w500/6oWsOJP0ed5gs8n2UywcailoxFN.jpg,Comedy|Drama|Romance,1995,Edward Burns|Michael McGlone|Connie Britton|Jack Mulcahy|Catharine Bolz,Edward Burns
145,Bad Boys (1995),9737,"Marcus Burnett is a henpecked family man. Mike Lowrey is a footloose and fancy free ladies' man. Both Miami policemen, they have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",https://image.tmdb.org/t/p/w500/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,Action|Comedy|Crime|Thriller,1995,Will Smith|Martin Lawrence|Téa Leoni|Tchéky Karyo|Joe Pantoliano,Michael Bay
146,"Amazing Panda Adventure, The (1995)",30765,"Far from home in the lush bamboo forests of China, ten-year-old Ryan Tyler, with the help of a young girl, goes on a wonderful journey to rescue a baby panda taken by poachers.",https://image.tmdb.org/t/p/w500/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg,Adventure|Drama|Family,1995,Stephen Lang|Ryan Slater|Ding Yi|Brian Wagner|Isabella Hofmann,Christopher Cain
147,"Basketball Diaries, The (1995)",10474,A high school basketball player’s life turns upside down after free-falling into the harrowing world of drug addiction.,https://image.tmdb.org/t/p/w500/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg,Drama|Crime,1995,Leonardo DiCaprio|Mark Wahlberg|James Madio|Lorraine Bracco|Patrick McGaw,Scott Kalvert
148,"Awfully Big Adventure, An (1995)",22279,"Liverpool. 1947. Right after World War II, a star struck naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth as she becomes drawn into a web of sexual politics and intrigue and learns about the grown-up world of the theater.",https://image.tmdb.org/t/p/w500/tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg,Romance|Drama|Comedy,1995,Alan Rickman|Hugh Grant|Georgina Cates|Alun Armstrong|Peter Firth,Mike Newell
149,Amateur (1994),30157,"A man wakes up in an alley, bleeding and with no memory of who he is. He stumbles into a coffee shop and is befriended by a charitable ex-nun who is failing in her attempts to write marketable pornography.",https://image.tmdb.org/t/p/w500/n0lFhpnoctfsPo5GXvuvQSgv9Fj.jpg,Crime|Comedy|Drama|Thriller,1994,Isabelle Huppert|Martin Donovan|Elina Löwensohn|Damian Young|Chuck Montgomery,Hal Hartley
150,Apollo 13 (1995),568,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",https://image.tmdb.org/t/p/w500/tVeKscCm2fY1xDXZk8PgnZ87h9S.jpg,Drama|History,1995,Tom Hanks|Bill Paxton|Kevin Bacon|Gary Sinise|Ed Harris,Ron Howard
151,Rob Roy (1995),11780,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",https://image.tmdb.org/t/p/w500/nl7Lg6VqR9h1Z9IKuUtttBB93wo.jpg,Adventure|History|Drama|Action|War,1995,Liam Neeson|Jessica Lange|John Hurt|Tim Roth|Eric Stoltz,Michael Caton-Jones
152,"Addiction, The (1995)",34996,A vampiric doctoral student tries to follow the philosophy of a nocturnal comrade and control her thirst for blood.,https://image.tmdb.org/t/p/w500/1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg,Drama|Horror,1995,Lili Taylor|Christopher Walken|Annabella Sciorra|Edie Falco|Paul Calderon,Abel Ferrara
153,Batman Forever (1995),414,"Batman faces off against two foes: the schizophrenic, horribly scarred former District Attorney Harvey Dent, aka Two-Face, and the Riddler, a disgruntled ex-Wayne Enterprises inventor seeking revenge against his former employer by unleashing his brain-sucking weapon on Gotham City's residents. As the caped crusader also copes with tortured memories of his parents' murder, he has a new romance, with psychologist Chase Meridian.",https://image.tmdb.org/t/p/w500/i0fJS8M5UKoETjjJ0zwUiKaR8tr.jpg,Action|Crime|Fantasy,1995,Val Kilmer|Tommy Lee Jones|Jim Carrey|Nicole Kidman|Chris O'Donnell,Joel Schumacher
154,Beauty of the Day (Belle de jour) (1967),649,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",https://image.tmdb.org/t/p/w500/iUAFECovwPA0cVV9bo4uNGLJSGL.jpg,Drama|Romance,1967,Catherine Deneuve|Jean Sorel|Michel Piccoli|Geneviève Page|Pierre Clémenti,Luis Buñuel
155,Beyond Rangoon (1995),1873,Dr. Laura Bowman is a young widow who's unwittingly drawn into political turmoil while vacationing in Burma in the late 1980s. Bowman initially left San Francisco with her sister in an attempt to escape painful memories of her husband and son's violent deaths. But her fight to escape to Thailand could prove just as harrowing.,https://image.tmdb.org/t/p/w500/xTiy5kSP3Hetig7xB4E8INq5ron.jpg,Drama|Thriller,1995,Patricia Arquette|U Aung Ko|Frances McDormand|Spalding Gray|Tiara Jacquelina,John Boorman
156,Blue in the Face (1995),5894,"A wacky group of locals visit the neighborhood cigar shop, looking for good times and finding plenty of hilarious fun. But when the greedy owner threatens to close the shop for good and turn it into a trendy vegetarian restaurant, the neighborhood proves they'll do just about anything to save their favorite hangout.",https://image.tmdb.org/t/p/w500/u0iwm9SDjlfFZDrSdSbcebX7VUG.jpg,Comedy,1995,Harvey Keitel|Lou Reed|Michael J. Fox|Roseanne Barr|Lily Tomlin,Wayne Wang|Paul Auster
157,Canadian Bacon (1995),1775,"The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war with Canada.",https://image.tmdb.org/t/p/w500/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg,Comedy,1995,John Candy|Alan Alda|Rhea Perlman|Kevin Pollak|Rip Torn,Michael Moore
158,Casper (1995),8839,"Casper is a kind young ghost who peacefully haunts a mansion in Maine. When specialist James Harvey arrives to communicate with Casper and his fellow spirits, he brings along his teenage daughter, Kat. Casper quickly falls in love with Kat, but their budding relationship is complicated not only by his transparent state, but also by his troublemaking apparition uncles and their mischievous antics.",https://image.tmdb.org/t/p/w500/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg,Fantasy|Comedy|Family,1995,Christina Ricci|Bill Pullman|Cathy Moriarty|Eric Idle|Malachi Pearson,Brad Silberling
159,Clockers (1995),20649,"Strike is a young city drug pusher under the tutelage of drug lord Rodney Little. When a night manager at a fast-food restaurant is found with four bullets in his body, Strike’s older brother turns himself in as the killer. Detective Rocco Klein doesn’t buy the story, however, setting out to find the truth, and it seems that all the fingers point toward Strike & Rodney.",https://image.tmdb.org/t/p/w500/c79uqLJleho2a7OQayfrW5Ypphf.jpg,Crime|Drama|Mystery,1995,Harvey Keitel|John Turturro|Delroy Lindo|Mekhi Phifer|Isaiah Washington,Spike Lee
160,Congo (1995),10329,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",https://image.tmdb.org/t/p/w500/hPNSToNIIpRO6y5Rh973leqQqNr.jpg,Action|Adventure|Science Fiction,1995,Laura Linney|Dylan Walsh|Ernie Hudson|Tim Curry|Grant Heslov,Frank Marshall
161,Crimson Tide (1995),1448556,"This documentary provides viewers with a behind-the-scenes look at the making of this high-tension thriller about the decisions faced by a submarine crew who think the President may have ordered a missle launch. Includes interviews with stars Washington and Hackman, as well as other members of the cast and crew, who relate their experiences in working on the film.",https://image.tmdb.org/t/p/w500/iqjxWP0sCqIZ6M4fMpWOh8uUHHC.jpg,Documentary,1995,Denzel Washington|Gene Hackman|Tony Scott|Don Simpson|Jerry Bruckheimer,Jerry Heiss
162,Crumb (1994),26564,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, ex-wife and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind.",https://image.tmdb.org/t/p/w500/9ocTHdBCJdwJ65Tubg3lYlfMxEY.jpg,Documentary,1994,Robert Crumb|Aline Kominsky|Charles Crumb|Maxon Crumb|Robert Hughes,Terry Zwigoff
163,Desperado (1995),8068,"El Mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous Mexican drug lords, Bucho, for an action-packed, bullet-riddled showdown. With the help of his friend and a beautiful bookstore owner, El Mariachi tracks Bucho, takes on his army of desperados, and leaves his own trail of blood.",https://image.tmdb.org/t/p/w500/e3gwpBeXpvGZsxUya9zNym5QXrw.jpg,Thriller|Action|Crime,1995,Antonio Banderas|Salma Hayek Pinault|Joaquim de Almeida|Steve Buscemi|Cheech Marin,Robert Rodriguez
164,Devil in a Blue Dress (1995),8512,"In late 1940s Los Angeles, Easy Rawlins is an unemployed black World War II veteran with few job prospects. At a bar, Easy meets DeWitt Albright, a mysterious white man looking for someone to investigate the disappearance of a missing white woman named Daphne Monet, who he suspects is hiding out in one of the city's black jazz clubs. Strapped for money and facing house payments, Easy takes the job, but soon finds himself in over his head.",https://image.tmdb.org/t/p/w500/5lcJhwKGavLbPva17QkTBhLfqEk.jpg,Thriller|Crime|Mystery,1995,Denzel Washington|Tom Sizemore|Jennifer Beals|Don Cheadle|Maury Chaykin,Carl Franklin
165,Die Hard: With a Vengeance (1995),1572,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",https://image.tmdb.org/t/p/w500/buqmCdFQEWwEpL3agGgg2GVjN2d.jpg,Action|Thriller,1995,Bruce Willis|Samuel L. Jackson|Jeremy Irons|Larry Bryggman|Graham Greene,John McTiernan
166,"Doom Generation, The (1995)",13552,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embarks on a sex- and violence-filled journey through a United States of psychos and quickie marts.",https://image.tmdb.org/t/p/w500/f2qIJm1bWqTycNUZMVxLBW1tN1w.jpg,Comedy|Crime|Drama,1995,Rose McGowan|James Duval|Johnathon Schaech|Cress Williams|Dustin Nguyễn,Gregg Araki
167,Feast of July (1995),259209,"After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result.",https://image.tmdb.org/t/p/w500/inUPybROcLlzdG4EQeDIShfFjsD.jpg,Drama|Crime,1995,Embeth Davidtz|Tom Bell|Gemma Jones|James Purefoy|Ben Chaplin,Christopher Menaul
168,First Knight (1995),6520,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",https://image.tmdb.org/t/p/w500/xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg,Action|Adventure|Drama|Romance,1995,Sean Connery|Richard Gere|Julia Ormond|Ben Cross|Liam Cunningham,Jerry Zucker
169,Free Willy 2: The Adventure Home (1995),9073,Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,https://image.tmdb.org/t/p/w500/3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg,Family|Adventure|Drama|Comedy,1995,Jason James Richter|Michael Madsen|Jayne Atkinson|August Schellenberg|Mary Kate Schellhardt,Dwight H. Little
